index,balanced,source_atoms,target_atoms,target_heavy_atoms,reference_complete,reference_target_coverage,stage,evaluated,completion_run,search_incomplete,reused_search,archive,partial_archive,evaluation,reference_pairs,reference_annotation_complete,top1_correct,representative_recovery,reference_recovery,top_terminal,witness_terminal,candidate_terminals,unique_representative_chemistries,unique_heavy_representatives,best_target_heavy_coverage,best_target_all_atom_coverage,capped,symbolic_queries,unknown_queries,evaluation_seconds,evaluator_sha256,search_wall_seconds,search_archive_seconds,search_mode,search_saved_cuts_reused,search_cold_search,search_cpu_seconds,search_peak_rss_mb,search_hostname,search_slurm_job,search_cpu_model,metric_elapsed_seconds,metric_cut_count,metric_raw_result_count,metric_retained_branch_count,metric_max_live_branches,metric_max_growth_candidates,metric_subtree_branch_cap_count,metric_worker_returned_branch_count,metric_parent_merge_seconds,metric_completed_group_requests,metric_completed_group_calculations,metric_completed_group_cache_hits,metric_worker_search_seconds,metric_checkpoint_seconds,metric_symmetry_finalization_seconds,top_broken,top_formed,top_bond_order_changed,search_cpu_seconds_scope,search_child_cpu_seconds
10,True,78,78,43,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/10/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/10/evaluation.json,43,True,False,True,recovered,3950,3731,1048,19,,1.0,1.0,True,0,0,2.2338775978423655,,15.334590736078098,8.411763943033293,,,,24.194656,273.49609375,bosque56,436006,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,11.97474902914837,80,1048,1048,100,97,284,0,0.056680747075006366,3872,3145,727,6.065747607732192,3.142344447551295,2.681678721914068,2,2,0,,
11,True,29,29,11,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/11/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/11/evaluation.json,11,True,False,False,not_recovered,5497,,2113,83,,1.0,1.0,True,0,0,2.400230359984562,,10.347803872078657,6.6462984590325505,,,,17.712581,255.58203125,bosque56,436007,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.39855968602933,28,2113,2113,100,15,1377,0,0.1260948539711535,7399,6600,799,2.2341243126429617,2.77015561866574,2.249929335201159,2,2,0,,
12,True,73,73,36,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/12/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/12/evaluation.json,36,True,False,True,recovered,1217,1283,765,23,,1.0,1.0,False,0,0,0.5195528753101826,,5.07478834502399,2.1956213423982263,,,,7.0711520000000005,216.4296875,bosque12,437304,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,3.6931624663993716,75,765,765,14,44,0,0,0.016708480194211006,2865,2189,676,1.587531067430973,1.1894735982641578,0.8879645224660635,2,2,0,,
13,True,46,46,28,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/13/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/13/evaluation.json,28,True,True,True,recovered,170,170,82,9,,1.0,1.0,True,0,0,0.10481868009082973,,1.322730585001409,0.3794338940642774,,,,2.597835,125.734375,bosque56,436009,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.1737216510809958,48,82,82,8,87,94,0,0.0050406688824296,304,239,65,0.7998038765508682,0.2413470526225865,0.11942878691479564,1,4,5,,
14,True,30,30,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/14/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/14/evaluation.json,14,True,False,True,recovered,659,737,274,29,,1.0,1.0,False,0,0,0.06932443659752607,,1.078360015526414,0.513448916375637,,,,2.104802,143.0625,bosque12,437305,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,0.8486093636602163,31,274,274,62,9,0,0,0.007877849973738194,1541,1272,269,0.270397262647748,0.38660605903714895,0.18060824647545815,4,4,1,,
15,True,30,30,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/15/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/15/evaluation.json,19,True,True,True,recovered,349,349,246,6,,1.0,1.0,False,0,0,0.07796345930546522,,0.6058070063591003,0.2928832219913602,,,,1.5866449999999999,132.75390625,bosque12,437306,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,0.4487881064414978,31,246,246,4,20,0,0,0.005658256821334362,943,516,427,0.19690926931798458,0.15834859386086464,0.08517648745328188,2,2,0,,
16,False,56,27,15,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/16/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/16/evaluation.json,15,True,False,False,not_recovered,4952,,3304,517,,1.0,1.0,True,0,0,4.311983474064618,,31.829424483003095,11.378291903063655,,,,43.271305000000005,346.5078125,bosque56,436012,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,26.69588510412723,55,3304,3304,100,22,1712,0,0.3393267730716616,11669,6904,4765,18.468332674121484,5.213732369476929,2.398208204191178,9,4,1,,
17,True,62,62,30,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/17/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/17/evaluation.json,30,True,False,True,recovered,10710,49435,8409,145,,1.0,1.0,True,0,0,4.5240587973967195,,89.65543095581234,64.47806593310088,,,,150.447064,2643.375,bosque12,437307,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,60.85592754557729,61,8409,8409,100,34,66028,0,1.877963688224554,33056,23041,10015,18.601310005411506,32.588633151724935,7.637677860446274,4,6,1,,
18,True,23,23,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/18/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/18/evaluation.json,14,True,True,True,recovered,6,6,1328,16,,1.0,1.0,True,0,0,0.7832611489575356,,10.595599066931754,7.834203327074647,,,,18.974691,273.203125,bosque56,436014,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.015122178941965,23,1328,1328,100,12,4363,0,0.280294407857582,5226,4732,494,2.1981274555437267,3.416454955935478,1.1015365680214018,2,2,0,,
19,True,48,48,23,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/19/aam.json.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/19/partial_archive.json,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/19/evaluation.json,23,True,False,False,not_recovered,22622,,14243,63,63,1.0,1.0,True,0,0,37.35713795851916,c998554adb94e24d16d31f9756ef67778fc71171c895cfc56ef214b641c1e9ef,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,
20,True,35,35,18,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/20/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/20/evaluation.json,18,True,False,True,recovered,389,16984,2290,104,,1.0,1.0,True,0,0,1.8903700420632958,,22.32219103164971,16.198323189280927,,,,38.148545999999996,409.55078125,bosque67,436016,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,15.254614278674126,37,2290,2290,100,20,5352,0,0.4331828923895955,10301,9144,1157,4.29666247125715,6.823728499002755,3.6659653773531318,4,4,0,,
21,False,28,22,12,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/21/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/21/evaluation.json,12,True,False,False,not_recovered,844,,642,48,,1.0,1.0,False,0,0,0.23877041041851044,,1.711365059018135,0.7687359508126974,,,,2.944711,156.7578125,bosque12,437308,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.3553907573223114,29,642,642,77,18,0,0,0.014197206124663353,2816,1810,1006,0.5373643776401877,0.5341951232403517,0.26058216486126184,3,2,2,,
22,False,70,63,36,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/22/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/22/evaluation.json,36,True,False,True,recovered,688,667,222,11,,1.0,1.0,False,0,0,0.15499173291027546,,1.814915457740426,0.534987960010767,,,,2.732606,144.3515625,bosque12,437309,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.6333047756925225,73,222,222,2,63,0,0,0.0039567239582538605,569,331,238,1.0133101306855679,0.45479376893490553,0.15191554743796587,2,1,0,,
23,False,26,17,11,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/23/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/23/evaluation.json,11,True,True,True,recovered,2,2,129,18,,1.0,1.0,False,0,0,0.02733095921576023,,0.5370137691497803,0.09515781793743372,,,,1.09839,123.70703125,bosque12,437310,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,0.4992459826171398,26,129,129,6,14,0,0,0.0023997221142053604,410,170,240,0.1533935982733965,0.2906628614291549,0.049939087592065334,2,1,0,,
24,True,57,57,38,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/24/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/24/evaluation.json,38,True,True,True,recovered,236,236,618,7,,1.0,1.0,False,0,0,1.003753268159926,,5.520377839915454,3.154776328243315,,,,9.288443,176.1640625,bosque67,436020,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,4.250228026881814,60,618,618,9,52,0,0,0.04233382735401392,2368,1178,1190,2.0633068131282926,1.3872043481096625,0.742876042611897,2,2,0,,
25,True,54,54,30,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/25/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/25/evaluation.json,30,True,True,True,recovered,1946,1946,2719,22,,1.0,1.0,True,0,0,1.5114396950230002,,11.852596804499626,8.082285249605775,,,,19.609564,432.5,bosque12,437311,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,8.318077014759183,57,2719,2719,100,80,5155,0,0.09935802780091763,8021,2316,5705,2.685099434107542,4.490031665191054,1.0232297675684094,2,3,3,,
26,True,58,58,32,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/26/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/26/evaluation.json,32,True,False,True,recovered,1346,253,687,8,,1.0,1.0,False,0,0,1.0014122389256954,,6.055224956944585,3.4446575278416276,,,,10.165348,183.71484375,bosque67,436022,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,4.6391863245517015,61,687,687,10,46,0,0,0.0317801907658577,2542,1629,913,2.040829283185303,1.4620876042172313,1.0897930981591344,2,2,0,,
27,True,33,33,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/27/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/27/evaluation.json,19,True,False,True,recovered,38226,1609,3282,82,,1.0,1.0,True,0,0,2.6720164297148585,,51.89319152850658,41.618224116042256,,,,91.888211,853.62890625,bosque67,436023,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,33.40505297947675,33,3282,3282,100,20,27134,0,0.751574051566422,11859,8553,3306,9.800707729533315,19.492219546809793,3.274908237159252,3,5,1,,
28,True,25,25,15,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/28/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/28/evaluation.json,15,True,False,True,recovered,1068,1067,615,15,,1.0,1.0,True,0,0,0.3997946884483099,,4.173794163390994,2.718871829099953,,,,7.610347,173.37109375,bosque67,436024,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,2.956018090248108,27,615,615,100,40,899,0,0.05336278025060892,2427,2038,389,1.1018839189782739,1.2313305735588074,0.5598368356004357,2,2,0,,
29,False,77,50,20,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/29/aam.json.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/29/partial_archive.json,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/29/evaluation.json,20,True,True,True,recovered,44491,44491,11366,275,452,1.0,1.0,True,0,0,7.597049272619188,c998554adb94e24d16d31f9756ef67778fc71171c895cfc56ef214b641c1e9ef,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,,
30,False,26,27,15,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/30/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/30/evaluation.json,15,True,False,True,recovered,3678,10766,2308,69,,1.0,0.9629629629629629,True,0,0,1.4698658809065819,,10.371243834495544,6.953784681856632,,,,17.986933999999998,258.53125,bosque67,436026,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.340002691373229,24,2308,2308,100,30,1047,0,0.14192907139658928,9481,6457,3024,2.150798622518778,3.157268558628857,1.868749350309372,3,6,2,,
31,True,40,40,24,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/31/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/31/evaluation.json,24,True,True,True,recovered,344,344,566,12,,1.0,1.0,False,0,0,0.2287840824574232,,1.6552963517606258,0.9381674816831946,,,,2.998423,157.99609375,bosque12,437312,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.2878356482833624,42,566,566,16,31,0,0,0.011671489104628563,1980,1223,757,0.5556025896221399,0.42944938223809004,0.28686888981610537,2,2,0,,
32,False,66,56,27,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/32/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/32/evaluation.json,27,True,True,True,recovered,1348,1348,2077,17,,1.0,1.0,False,0,0,2.930389721877873,,20.25294455513358,9.188999511301517,,,,29.545823,285.8203125,bosque67,436028,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,16.44216037262231,68,2077,2077,48,20,0,0,0.09551598411053419,7749,7132,617,7.721435074694455,4.499579117633402,4.045624780468643,3,2,0,,
33,True,37,37,17,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/33/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/33/evaluation.json,17,True,False,True,recovered,30884,12395,6957,33,,1.0,1.0,True,0,0,5.448083466850221,,69.87046769727021,51.907690312713385,,,,120.044038,1037.0703125,bosque67,436029,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,45.88463234063238,37,6957,6957,100,22,19284,0,1.3376272432506084,25001,23729,1272,12.255355449393392,22.69721741322428,9.48971289768815,3,3,0,,
34,True,29,29,18,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/34/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/34/evaluation.json,18,True,True,True,recovered,16016,16016,3771,164,,1.0,1.0,True,0,0,2.8462587976828218,,24.226246247068048,16.969473055563867,,,,41.166556,432.71484375,bosque67,436030,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,16.5064415903762,30,3771,3771,100,22,5073,0,0.3135880986228585,15993,11064,4929,4.707322712987661,7.584128648042679,3.865176932886243,3,3,0,,
35,True,61,61,32,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/35/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/35/evaluation.json,32,True,False,True,recovered,367,632,1039,12,,1.0,1.0,False,0,0,0.6001966539770365,,4.2168227806687355,2.3082869024947286,,,,6.795382,218.140625,bosque12,437313,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,3.2820285111665726,64,1039,1039,26,68,0,0,0.07311276253312826,3674,2272,1402,1.411804991774261,1.0550435902550817,0.7332674227654934,2,2,0,,
36,False,41,36,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/36/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/36/evaluation.json,19,True,False,True,recovered,197,198,254,13,,1.0,1.0,False,0,0,0.22986154910176992,,1.518755312077701,0.6554243415594101,,,,3.01544,131.68359375,bosque67,436032,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.2298590335994959,42,254,254,4,16,0,0,0.0068684713914990425,453,326,127,0.7201106464490294,0.3267164947465062,0.16770523879677057,2,2,1,,
37,True,47,47,25,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/37/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/37/evaluation.json,25,True,False,False,recovered,5518,35,772,13,,1.0,1.0,True,7,0,1.4479704480618238,,10.856803956441581,7.871043044142425,,,,18.981798,263.2578125,bosque67,436033,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.260767146013677,48,772,772,100,26,3303,0,0.10326248593628407,2983,2272,711,2.3933512242510915,3.44293219037354,1.304069903679192,2,2,0,,
38,False,23,21,12,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/38/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/38/evaluation.json,12,True,True,True,recovered,325,325,129,5,,1.0,1.0,False,0,0,0.07079076813533902,,0.6682436908595264,0.2952532689087093,,,,1.973217,124.2734375,bosque20,436034,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.5505367647856474,23,129,129,5,16,0,0,0.005338989198207855,402,227,175,0.30479096388444304,0.1288710981607437,0.10771914897486567,2,1,0,,
39,True,60,60,36,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/39/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/39/evaluation.json,36,True,False,True,recovered,7103,6978,3202,123,,1.0,1.0,True,0,0,5.430767378304154,,37.00813685590401,23.66539503680542,,,,60.455116000000004,539.49609375,bosque20,436035,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,26.8640591269359,61,3202,3202,100,30,2735,0,0.2589364838786423,13690,12406,1284,8.785976538434625,9.93201384600252,7.839937129989266,4,6,0,,
40,True,43,43,27,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/40/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/40/evaluation.json,27,True,True,True,recovered,1431,1431,377,53,,1.0,1.0,True,0,0,0.4369354830123484,,4.40100607322529,2.416895772330463,,,,7.7258119999999995,166.91015625,bosque20,436036,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,3.242230761796236,43,377,377,100,58,240,0,0.03337497776374221,2119,1700,419,1.2566210152581334,1.1695286678150296,0.7720545600168407,2,4,2,,
